,videoId,publishedAt,channelID,title,channelTitle,viewCount,channelType
1388,u1LMIincUYk,2023-02-21T22:14:59Z,UCXvSBrkn3C9ryKKjdDrYnVw,The Presidents Play War Thunder (AI Voice Meme),emrld,111992,"['/m/0403l3g', '/m/025zzc', '/m/03hf_rm', '/m/0bzvm2', '/m/02ntfj']"
1389,7O0TkAi5k20,2023-02-08T16:15:00Z,UC-0PBESd8vrkdAbd4csUzSw,SZTUCZNA INTELIGENCJA (ChatGPT) vs ŚMIESZNE HISTORIE,Nexe,106368,"['/m/0403l3g', '/m/02jjt', '/m/02ntfj', '/m/025zzc', '/m/0bzvm2']"
1390,PPDL3dwG2_4,2023-02-16T15:28:06Z,UCqK_GSMbpiV8spgD3ZGloSw,"JP Morgan Trading Insights: Crypto, AI, War, &amp; Inflation!",Coin Bureau,102023,"['/m/098wr', '/m/01k8wb']"
1391,G8oyOeOCl0s,2023-02-11T18:39:11Z,UCfzlCWGWYyIQ0aLC5w48gBQ,The AI wars: Google vs Bing (ChatGPT),sentdex,101532,"['/m/01k8wb', '/m/019_rr', '/m/07c1v']"
1392,_CGWAfwEcGw,2023-02-08T13:20:00Z,UC8HpVK4LFl1s1IbudzSjR9Q,Skibidi bop yes yes yes AI VS That One Guy VS MrBeast,Meme Ben,97843,"['/m/02jjt', '/m/02vxn']"
1393,aLaxCdTNBuI,2023-01-13T17:59:00Z,UCpLfM1_MIcIQ3jweRT19LVw,Editing Challenge: A.I. vs Professional Editor,Cinecom.net,90530,"['/m/02jjt', '/m/019_rr', '/m/07c1v']"
1394,L2ue_Cfb3E0,2023-02-25T15:53:26Z,UCS84kz7Fs8bzRs6xcPY9lQQ,Layoff 2023 | ChatGPT vs No Jobs | AI உங்கள் வேலையை திருடுமா | Tamil | Pokkisham,Tamil Pokkisham,73685,['/m/098wr']
1395,Qp8sRedhE-4,2022-12-13T08:45:33Z,UClis21-nGFunHa9agc7Md_Q,ChatGPT vs Hacker ! SonarSource Kaynak Kod Analizi ile Zafiyet Tespiti Challenge&#39;ı,Mehmet D. INCE,72644,"['/m/0bzvm2', '/m/01k8wb', '/m/019_rr', '/m/07c1v']"
1396,OyJzjv_-AwY,2023-02-14T12:00:14Z,UChDxbOUQRXEZ1zdI14Zyx9w,Martin vs ChatGPT 😂,Chess Vibes,70538,"['/m/03glg', '/m/019_rr', '/m/0bzvm2']"
1397,4uxz4nqZvX8,2023-01-31T16:30:00Z,UCns4T9U8VSIRovKa1a_r7rA,Undisputed Early Access Gameplay - AI Fight - Tyson Fury Vs Usyk,GameRiot,75343,"['/m/01sjng', '/m/02ntfj', '/m/025zzc', '/m/0403l3g', '/m/03hf_rm', '/m/0bzvm2']"
1398,eTs6z2tGWvI,2023-01-29T19:24:39Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. In-n-out, who makes better animal style fries? #shorts",HashSlingers,67648,"['/m/02wbm', '/m/019_rr']"
1399,BpXq4e2S3uc,2022-12-03T06:00:03Z,UCHj_iUpiS1I6fPYFu2KLZXQ,[禽獸朋友們] AI vs 秀diang,短漫,65888,"['/m/02vxn', '/m/02jjt']"
1400,2xrz3O0nINo,2022-12-12T17:06:29Z,UC_35hRJlT4PEmvFCcU6l_3Q,Robot Vs Human Bake Off #shorts #artificialintelligence #cake #chocolate #chatgpt,Patrick Zeinali,28494006,"['/m/019_rr', '/m/02wbm']"
1401,7sP2WyLln9A,2023-01-12T21:58:19Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. Uncle Roger, who makes better egg fried rice? #shorts",HashSlingers,5235195,"['/m/02wbm', '/m/019_rr']"
1402,U0bSzTSOv00,2023-02-05T01:05:11Z,UCPG-kUxVpjZWFAJeCwS4cQw,Gordon Ramsay VS AI Scrambled Eggs!,Blatant Reviews,3193822,"['/m/02wbm', '/m/019_rr']"
1403,5X1O5AS4nTc,2023-02-09T19:14:22Z,UC4QZ_LsYcvcq7qOsOhpAX4A,Google Embarrass Themselves (A.I. War Is Heating Up),ColdFusion,2271188,"['/m/098wr', '/m/019_rr', '/m/07c1v']"
1404,Nh5i5obZ8OY,2023-02-06T15:10:53Z,UC4QZ_LsYcvcq7qOsOhpAX4A,Google Panics Over ChatGPT [The AI Wars Have Begun],ColdFusion,2222187,"['/m/098wr', '/m/019_rr', '/m/07c1v']"
1405,XqCIE32T0Fg,2023-01-26T20:55:06Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. GoldenGully, who makes better mango kulfi?",HashSlingers,1559589,"['/m/019_rr', '/m/02wbm']"
1406,abcqovTaavI,2023-01-14T18:35:04Z,UCDQBZcjYKP1J1Nu-Y0_D37Q,The War on AI,Tabbes,1442598,"['/m/019_rr', '/m/02jjt', '/m/02vxn', '/m/03glg']"
1407,4EHvaQB2VIc,2023-01-15T23:04:54Z,UC_q5WZtFp36adwqhKpZzxwQ,I Tested Fortnite&#39;s New AI Bot against CLIX!,SypherPK,1358919,"['/m/02ntfj', '/m/0403l3g', '/m/025zzc', '/m/0bzvm2']"
1408,V4a5NHJTSyY,2023-02-22T15:00:28Z,UChBEbMKI1eCcejTtmI32UEw,Can AI Beat Me In Cooking?,Joshua Weissman,1213085,"['/m/019_rr', '/m/02wbm']"
1409,5F4bGAJmsyM,2023-01-15T18:50:28Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. Panda Express, who makes better orange chicken? #shorts",HashSlingers,1103094,"['/m/019_rr', '/m/02wbm']"
1410,Hrv4UP3wBRg,2023-02-28T16:38:00Z,UCQHX6ViZmPsWiYSFAyS0a3Q,I Made ChatGPT Cry,GothamChess,906542,"['/m/03glg', '/m/019_rr', '/m/0bzvm2']"
1411,G08hY8dSrUY,2023-01-26T17:28:01Z,UCpa-Zb0ZcQjTCPP1Dx_1M8Q,A.I. Versus The Law,LegalEagle,814364,"['/m/098wr', '/m/01k8wb']"
1412,i2fVfHKQi5c,2022-12-12T03:00:15Z,UClgQvJio7ylGa9kV9b7VzLQ,AI vs 코미디언,스낵타운 SNACKTOWN,784982,"['/m/02jjt', '/m/02vxn']"
1413,0ISe0cD5tN4,2023-02-10T10:00:00Z,UCs_ineLBnNTGjrArNzjSLZg,The Beginning of AI-WAR | Khatray Ki Ghanti,Zem TV,764183,"['/m/098wr', '/m/01k8wb']"
1414,VlnQJXyUtfw,2023-01-06T21:28:30Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. Gordon Ramsay, who makes better scrambled eggs? #shorts",HashSlingers,536499,"['/m/019_rr', '/m/02wbm']"
1415,BdHaeczStRA,2023-02-20T14:29:56Z,UCV0qA-eDDICsRR9rPcnG7tw,Microsoft vs Google: AI War Explained | tech news,Joma Tech,495090,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']"
1416,8LZe0FJvRMo,2023-02-14T11:15:00Z,UCweCc7bSMX5J4jEH7HFImng,Hikaru vs ChatGPT,GMHikaru,463029,['/m/0bzvm2']
1417,2oHH4aClJQs,2022-12-06T17:22:16Z,UCSHZKyawb77ixDdsGog4iWA,Noam Brown: AI vs Humans in Poker and Games of Strategic Negotiation | Lex Fridman Podcast #344,Lex Fridman,417370,"['/m/098wr', '/m/06bvp']"
1418,PVgBWV2bvLs,2023-02-11T13:57:05Z,UCESLZhusAkFfsNsApnjF_Cg,"E115: The AI Search Wars: Google vs. Microsoft, Nordstream report, State of the Union",All-In Podcast,397758,"['/m/01k8wb', '/m/098wr']"
1419,ysv9MYPBMkE,2023-02-03T12:13:05Z,UCMXMp3Lc6v6v8dJH5ZGwtqA,RAFTAAR vs A.I.,Raftaar,370274,"['/m/028sqc', '/m/0glt670', '/m/064t9', '/m/04rlf']"
1420,vm6_QgCfam8,2022-12-11T21:10:42Z,UC7M0Ygj8KNoM9u9TrvtlFGw,AI vs ARTIST - WHICH IS BETTER?,SonaDrawzStuffYT,367393,"['/m/0bzvm2', '/m/019_rr', '/m/03glg']"
1421,3IqZ5u-X-jA,2022-12-13T19:41:58Z,UCSBHtM-U0q5dR7YE_aYcWzQ,Hustle / Grind Alpha Bro vs. Random ChatGPT Guy,Andrew Rousso,366441,"['/m/02jjt', '/m/019_rr']"
1422,qm_g0cM3hmo,2022-12-29T20:00:12Z,UCR2isokW6vLftcfVjcl9f1g,Best osu! Player vs. AI - Highlights,osu!Daily,311861,"['/m/02hygl', '/m/0bzvm2']"
1423,Yng9VkrCsH4,2022-12-29T18:00:11Z,UC--TKxqP8xJNymgrLe-thhA,1 Terran Grandmaster vs 7 Random INSANE A.I. (FINAL BOSS),uThermal,282692,"['/m/0bzvm2', '/m/025zzc', '/m/03hf_rm', '/m/0403l3g']"
1424,qzKNGw5fm84,2022-12-22T13:31:02Z,UCbq544I2cTyvcrZwmnSIj9Q,AI vs Artists!,Plip Plip,279837,"['/m/019_rr', '/m/02jjt', '/m/02vxn']"
1425,b71Y1sYBKmA,2023-03-01T14:48:12Z,UC6rdcE8-x6LJrNMM8-YIj0A,Real Cup Season - 2 Playoffs Day (2),Eternity,271532,"['/m/0bzvm2', '/m/025zzc', '/m/03hf_rm', '/m/0403l3g']"
1426,KIfbWiHzXTk,2023-01-18T08:54:35Z,UCPSwotdUs5vI2MUU1N5PGJQ,「AI VS 人間」カッコいいギターフレーズ対決【ChatGPT】#Shorts,Makoto Fukami,258610,"['/m/06by7', '/m/04rlf']"
1427,4aG47r7u6v0,2022-12-29T17:00:05Z,UCv3LuuW8auzYw1SdLmiLRAw,The Terrifying &amp; Unethical World of AI Artwork (AI vs Artist),Totally Not Mark,227828,"['/m/02jjt', '/m/02vxn', '/m/0f2f9']"
1428,9mf20XoMSmA,2023-02-18T22:20:07Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Apocalypse of AI wars: Natural vs Artificial Intelligence, 19 Keys with Red Pill",Earn Your Leisure,216092,"['/m/04rlf', '/m/0glt670', '/m/098wr']"
1429,AWbkvahKTl4,2023-01-25T18:17:37Z,UCnOAynBmYKA1neozHQNF0mA,La Batalla por la Inteligencia Artificial (ChatGPT Vs LaMDA),Mundo Desconocido,193119,"['/m/098wr', '/m/01k8wb', '/m/019_rr']"
1430,aJAsiZN1muU,2022-12-03T17:00:00Z,UCkNYoWK1LqjFhxYI6BM_kOA,2 PROS vs. 5 Rocket League AI... who wins?,Lethamyr,187951,"['/m/02ntfj', '/m/01sjng', '/m/0bzvm2', '/m/022dc6', '/m/03hf_rm', '/m/025zzc']"
1431,v3Dc9feQS6o,2023-02-16T20:26:15Z,UCc_ycus0q7DSd85ZkmEY5ig,Is Bing Winning the AI War?,Waveform Clips,185616,"['/m/019_rr', '/m/07c1v']"
1432,aZ9m5C0esCU,2023-01-29T21:19:36Z,UCP99edZplY2BJOak7frepsQ,"War Pigs by Black Sabbath, but every lyric is an AI generated image",AI Generated Art by Surya,169022,"['/m/04rlf', '/m/06by7', '/m/02jjt']"
1433,o8GtLLKLz6o,2023-02-26T14:00:34Z,UCdalg9RN63ZRty3JajeErmA,That One Guy Skibidi Dance Animated by Ai vs Original #shorts #viral,bobdealan,157298,"['/m/04rlf', '/m/02jjt', '/m/064t9']"
1434,V_H_YOnWaIs,2023-01-17T00:05:15Z,UC8JRgCz8pVHu5XH4A8My17g,"AI Animation comparing 3d model vs AI vs human corrections, effects",Kami Otaku,147990,"['/m/02vxn', '/m/04rlf', '/m/02lkt', '/m/02jjt']"
1435,i49dGwTgOPg,2023-02-09T13:43:14Z,UCrp_UI8XtuYfpiqluWLD7Lw,Apple co-founder Steve Wozniak discusses AI race between Google and Microsoft,CNBC Television,146131,"['/m/098wr', '/m/01k8wb']"
1436,dW0YE0QwOW4,2023-01-30T02:00:11Z,UCWA5c-eNEUAwWnsz-6izHZQ,"AI Girlfriend Vs Real Boy, Revealed Who Will Win In Ai Vs Human Mind | Movie Explained in Hindi Urdu",Mr Hindi Rockers,136096,"['/m/02jjt', '/m/02vxn']"
1437,pR6zWey8Fh4,2023-02-28T22:59:25Z,UCH_zBfX_o5GDZwevkh1jl9Q,¡ChatGPT vs BING! La inteligencia artificial a prueba!,Nate Live,129282,"['/m/0bzvm2', '/m/019_rr', '/m/025zzc', '/m/07c1v']"
1438,JbOZEnyY9Pw,2023-02-24T12:02:53Z,UCm4eA46c6boHmPrD0Lp2iEg,Belajar dari GAGALNYA GOOGLE di AI WAR ( RUGI 1.500 Trilliun ) #BedahBisnis,Raymond Chin,114634,"['/m/01k8wb', '/m/098wr']"
1439,u1LMIincUYk,2023-02-21T22:14:59Z,UCXvSBrkn3C9ryKKjdDrYnVw,The Presidents Play War Thunder (AI Voice Meme),emrld,111992,"['/m/03hf_rm', '/m/0403l3g', '/m/0bzvm2', '/m/02ntfj', '/m/025zzc']"
1440,7O0TkAi5k20,2023-02-08T16:15:00Z,UC-0PBESd8vrkdAbd4csUzSw,SZTUCZNA INTELIGENCJA (ChatGPT) vs ŚMIESZNE HISTORIE,Nexe,106368,"['/m/0403l3g', '/m/025zzc', '/m/0bzvm2', '/m/02ntfj', '/m/02jjt']"
1441,PPDL3dwG2_4,2023-02-16T15:28:06Z,UCqK_GSMbpiV8spgD3ZGloSw,"JP Morgan Trading Insights: Crypto, AI, War, &amp; Inflation!",Coin Bureau,102023,"['/m/098wr', '/m/01k8wb']"
1442,G8oyOeOCl0s,2023-02-11T18:39:11Z,UCfzlCWGWYyIQ0aLC5w48gBQ,The AI wars: Google vs Bing (ChatGPT),sentdex,101532,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']"
1443,_CGWAfwEcGw,2023-02-08T13:20:00Z,UC8HpVK4LFl1s1IbudzSjR9Q,Skibidi bop yes yes yes AI VS That One Guy VS MrBeast,Meme Ben,97843,"['/m/02vxn', '/m/02jjt']"
1444,aLaxCdTNBuI,2023-01-13T17:59:00Z,UCpLfM1_MIcIQ3jweRT19LVw,Editing Challenge: A.I. vs Professional Editor,Cinecom.net,90530,"['/m/02jjt', '/m/019_rr', '/m/07c1v']"
1445,L2ue_Cfb3E0,2023-02-25T15:53:26Z,UCS84kz7Fs8bzRs6xcPY9lQQ,Layoff 2023 | ChatGPT vs No Jobs | AI உங்கள் வேலையை திருடுமா | Tamil | Pokkisham,Tamil Pokkisham,73685,['/m/098wr']
1446,OyJzjv_-AwY,2023-02-14T12:00:14Z,UChDxbOUQRXEZ1zdI14Zyx9w,Martin vs ChatGPT 😂,Chess Vibes,70538,"['/m/019_rr', '/m/0bzvm2', '/m/03glg']"
1447,4uxz4nqZvX8,2023-01-31T16:30:00Z,UCns4T9U8VSIRovKa1a_r7rA,Undisputed Early Access Gameplay - AI Fight - Tyson Fury Vs Usyk,GameRiot,75343,"['/m/0bzvm2', '/m/0403l3g', '/m/03hf_rm', '/m/02ntfj', '/m/01sjng', '/m/025zzc']"
1448,eTs6z2tGWvI,2023-01-29T19:24:39Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. In-n-out, who makes better animal style fries? #shorts",HashSlingers,67648,"['/m/019_rr', '/m/02wbm']"
1449,BpXq4e2S3uc,2022-12-03T06:00:03Z,UCHj_iUpiS1I6fPYFu2KLZXQ,[禽獸朋友們] AI vs 秀diang,短漫,65888,"['/m/02vxn', '/m/02jjt']"
1450,2xrz3O0nINo,2022-12-12T17:06:29Z,UC_35hRJlT4PEmvFCcU6l_3Q,Robot Vs Human Bake Off #shorts #artificialintelligence #cake #chocolate #chatgpt,Patrick Zeinali,28494006,"['/m/02wbm', '/m/019_rr']"
1451,7sP2WyLln9A,2023-01-12T21:58:19Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. Uncle Roger, who makes better egg fried rice? #shorts",HashSlingers,5235195,"['/m/019_rr', '/m/02wbm']"
1452,U0bSzTSOv00,2023-02-05T01:05:11Z,UCPG-kUxVpjZWFAJeCwS4cQw,Gordon Ramsay VS AI Scrambled Eggs!,Blatant Reviews,3193822,"['/m/019_rr', '/m/02wbm']"
1453,5X1O5AS4nTc,2023-02-09T19:14:22Z,UC4QZ_LsYcvcq7qOsOhpAX4A,Google Embarrass Themselves (A.I. War Is Heating Up),ColdFusion,2271188,"['/m/098wr', '/m/07c1v', '/m/019_rr']"
1454,Nh5i5obZ8OY,2023-02-06T15:10:53Z,UC4QZ_LsYcvcq7qOsOhpAX4A,Google Panics Over ChatGPT [The AI Wars Have Begun],ColdFusion,2222187,"['/m/019_rr', '/m/098wr', '/m/07c1v']"
1455,XqCIE32T0Fg,2023-01-26T20:55:06Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. GoldenGully, who makes better mango kulfi?",HashSlingers,1559589,"['/m/019_rr', '/m/02wbm']"
1456,abcqovTaavI,2023-01-14T18:35:04Z,UCDQBZcjYKP1J1Nu-Y0_D37Q,The War on AI,Tabbes,1442598,"['/m/02jjt', '/m/02vxn', '/m/03glg', '/m/019_rr']"
1457,4EHvaQB2VIc,2023-01-15T23:04:54Z,UC_q5WZtFp36adwqhKpZzxwQ,I Tested Fortnite&#39;s New AI Bot against CLIX!,SypherPK,1358931,"['/m/02ntfj', '/m/0bzvm2', '/m/0403l3g', '/m/025zzc']"
1458,V4a5NHJTSyY,2023-02-22T15:00:28Z,UChBEbMKI1eCcejTtmI32UEw,Can AI Beat Me In Cooking?,Joshua Weissman,1213085,"['/m/02wbm', '/m/019_rr']"
1459,5F4bGAJmsyM,2023-01-15T18:50:28Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. Panda Express, who makes better orange chicken? #shorts",HashSlingers,1103094,"['/m/019_rr', '/m/02wbm']"
1460,Hrv4UP3wBRg,2023-02-28T16:38:00Z,UCQHX6ViZmPsWiYSFAyS0a3Q,I Made ChatGPT Cry,GothamChess,906542,"['/m/0bzvm2', '/m/03glg', '/m/019_rr']"
1461,G08hY8dSrUY,2023-01-26T17:28:01Z,UCpa-Zb0ZcQjTCPP1Dx_1M8Q,A.I. Versus The Law,LegalEagle,814364,"['/m/098wr', '/m/01k8wb']"
1462,i2fVfHKQi5c,2022-12-12T03:00:15Z,UClgQvJio7ylGa9kV9b7VzLQ,AI vs 코미디언,스낵타운 SNACKTOWN,784982,"['/m/02jjt', '/m/02vxn']"
1463,0ISe0cD5tN4,2023-02-10T10:00:00Z,UCs_ineLBnNTGjrArNzjSLZg,The Beginning of AI-WAR | Khatray Ki Ghanti,Zem TV,764183,"['/m/098wr', '/m/01k8wb']"
1464,VlnQJXyUtfw,2023-01-06T21:28:30Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. Gordon Ramsay, who makes better scrambled eggs? #shorts",HashSlingers,536499,"['/m/019_rr', '/m/02wbm']"
1465,BdHaeczStRA,2023-02-20T14:29:56Z,UCV0qA-eDDICsRR9rPcnG7tw,Microsoft vs Google: AI War Explained | tech news,Joma Tech,495090,"['/m/01k8wb', '/m/07c1v', '/m/019_rr']"
1466,8LZe0FJvRMo,2023-02-14T11:15:00Z,UCweCc7bSMX5J4jEH7HFImng,Hikaru vs ChatGPT,GMHikaru,463029,['/m/0bzvm2']
1467,2oHH4aClJQs,2022-12-06T17:22:16Z,UCSHZKyawb77ixDdsGog4iWA,Noam Brown: AI vs Humans in Poker and Games of Strategic Negotiation | Lex Fridman Podcast #344,Lex Fridman,417370,"['/m/06bvp', '/m/098wr']"
1468,PVgBWV2bvLs,2023-02-11T13:57:05Z,UCESLZhusAkFfsNsApnjF_Cg,"E115: The AI Search Wars: Google vs. Microsoft, Nordstream report, State of the Union",All-In Podcast,397758,"['/m/098wr', '/m/01k8wb']"
1469,ysv9MYPBMkE,2023-02-03T12:13:05Z,UCMXMp3Lc6v6v8dJH5ZGwtqA,RAFTAAR vs A.I.,Raftaar,370274,"['/m/028sqc', '/m/0glt670', '/m/04rlf', '/m/064t9']"
1470,vm6_QgCfam8,2022-12-11T21:10:42Z,UC7M0Ygj8KNoM9u9TrvtlFGw,AI vs ARTIST - WHICH IS BETTER?,SonaDrawzStuffYT,367393,"['/m/019_rr', '/m/03glg', '/m/0bzvm2']"
1471,qm_g0cM3hmo,2022-12-29T20:00:12Z,UCR2isokW6vLftcfVjcl9f1g,Best osu! Player vs. AI - Highlights,osu!Daily,311861,"['/m/0bzvm2', '/m/02hygl']"
1472,Yng9VkrCsH4,2022-12-29T18:00:11Z,UC--TKxqP8xJNymgrLe-thhA,1 Terran Grandmaster vs 7 Random INSANE A.I. (FINAL BOSS),uThermal,282692,"['/m/0403l3g', '/m/03hf_rm', '/m/0bzvm2', '/m/025zzc']"
1473,qzKNGw5fm84,2022-12-22T13:31:02Z,UCbq544I2cTyvcrZwmnSIj9Q,AI vs Artists!,Plip Plip,279837,"['/m/02jjt', '/m/02vxn', '/m/019_rr']"
1474,b71Y1sYBKmA,2023-03-01T14:48:12Z,UC6rdcE8-x6LJrNMM8-YIj0A,Real Cup Season - 2 Playoffs Day (2),Eternity,271532,"['/m/0403l3g', '/m/0bzvm2', '/m/03hf_rm', '/m/025zzc']"
1475,KIfbWiHzXTk,2023-01-18T08:54:35Z,UCPSwotdUs5vI2MUU1N5PGJQ,「AI VS 人間」カッコいいギターフレーズ対決【ChatGPT】#Shorts,Makoto Fukami,258610,"['/m/04rlf', '/m/06by7']"
1476,4aG47r7u6v0,2022-12-29T17:00:05Z,UCv3LuuW8auzYw1SdLmiLRAw,The Terrifying &amp; Unethical World of AI Artwork (AI vs Artist),Totally Not Mark,227828,"['/m/02jjt', '/m/02vxn', '/m/0f2f9']"
1477,9mf20XoMSmA,2023-02-18T22:20:07Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Apocalypse of AI wars: Natural vs Artificial Intelligence, 19 Keys with Red Pill",Earn Your Leisure,216092,"['/m/098wr', '/m/04rlf', '/m/0glt670']"
1478,AWbkvahKTl4,2023-01-25T18:17:37Z,UCnOAynBmYKA1neozHQNF0mA,La Batalla por la Inteligencia Artificial (ChatGPT Vs LaMDA),Mundo Desconocido,193119,"['/m/01k8wb', '/m/019_rr', '/m/098wr']"
1479,aJAsiZN1muU,2022-12-03T17:00:00Z,UCkNYoWK1LqjFhxYI6BM_kOA,2 PROS vs. 5 Rocket League AI... who wins?,Lethamyr,187951,"['/m/025zzc', '/m/0bzvm2', '/m/022dc6', '/m/01sjng', '/m/02ntfj', '/m/03hf_rm']"
1480,v3Dc9feQS6o,2023-02-16T20:26:15Z,UCc_ycus0q7DSd85ZkmEY5ig,Is Bing Winning the AI War?,Waveform Clips,185616,"['/m/019_rr', '/m/07c1v']"
1481,aZ9m5C0esCU,2023-01-29T21:19:36Z,UCP99edZplY2BJOak7frepsQ,"War Pigs by Black Sabbath, but every lyric is an AI generated image",AI Generated Art by Surya,169022,"['/m/06by7', '/m/02jjt', '/m/04rlf']"
1482,o8GtLLKLz6o,2023-02-26T14:00:34Z,UCdalg9RN63ZRty3JajeErmA,That One Guy Skibidi Dance Animated by Ai vs Original #shorts #viral,bobdealan,157298,"['/m/064t9', '/m/04rlf', '/m/02jjt']"
1483,V_H_YOnWaIs,2023-01-17T00:05:15Z,UC8JRgCz8pVHu5XH4A8My17g,"AI Animation comparing 3d model vs AI vs human corrections, effects",Kami Otaku,147990,"['/m/02jjt', '/m/02lkt', '/m/02vxn', '/m/04rlf']"
1484,i49dGwTgOPg,2023-02-09T13:43:14Z,UCrp_UI8XtuYfpiqluWLD7Lw,Apple co-founder Steve Wozniak discusses AI race between Google and Microsoft,CNBC Television,146131,"['/m/098wr', '/m/01k8wb']"
1485,dW0YE0QwOW4,2023-01-30T02:00:11Z,UCWA5c-eNEUAwWnsz-6izHZQ,"AI Girlfriend Vs Real Boy, Revealed Who Will Win In Ai Vs Human Mind | Movie Explained in Hindi Urdu",Mr Hindi Rockers,136096,"['/m/02vxn', '/m/02jjt']"
1486,pR6zWey8Fh4,2023-02-28T22:59:25Z,UCH_zBfX_o5GDZwevkh1jl9Q,¡ChatGPT vs BING! La inteligencia artificial a prueba!,Nate Live,129282,"['/m/025zzc', '/m/019_rr', '/m/0bzvm2', '/m/07c1v']"
1487,JbOZEnyY9Pw,2023-02-24T12:02:53Z,UCm4eA46c6boHmPrD0Lp2iEg,Belajar dari GAGALNYA GOOGLE di AI WAR ( RUGI 1.500 Trilliun ) #BedahBisnis,Raymond Chin,114634,"['/m/098wr', '/m/01k8wb']"
1488,u1LMIincUYk,2023-02-21T22:14:59Z,UCXvSBrkn3C9ryKKjdDrYnVw,The Presidents Play War Thunder (AI Voice Meme),emrld,111992,"['/m/03hf_rm', '/m/0bzvm2', '/m/025zzc', '/m/0403l3g', '/m/02ntfj']"
1489,7O0TkAi5k20,2023-02-08T16:15:00Z,UC-0PBESd8vrkdAbd4csUzSw,SZTUCZNA INTELIGENCJA (ChatGPT) vs ŚMIESZNE HISTORIE,Nexe,106368,"['/m/0bzvm2', '/m/02ntfj', '/m/025zzc', '/m/02jjt', '/m/0403l3g']"
1490,PPDL3dwG2_4,2023-02-16T15:28:06Z,UCqK_GSMbpiV8spgD3ZGloSw,"JP Morgan Trading Insights: Crypto, AI, War, &amp; Inflation!",Coin Bureau,102023,"['/m/098wr', '/m/01k8wb']"
1491,G8oyOeOCl0s,2023-02-11T18:39:11Z,UCfzlCWGWYyIQ0aLC5w48gBQ,The AI wars: Google vs Bing (ChatGPT),sentdex,101532,"['/m/07c1v', '/m/019_rr', '/m/01k8wb']"
1492,_CGWAfwEcGw,2023-02-08T13:20:00Z,UC8HpVK4LFl1s1IbudzSjR9Q,Skibidi bop yes yes yes AI VS That One Guy VS MrBeast,Meme Ben,97843,"['/m/02jjt', '/m/02vxn']"
1493,aLaxCdTNBuI,2023-01-13T17:59:00Z,UCpLfM1_MIcIQ3jweRT19LVw,Editing Challenge: A.I. vs Professional Editor,Cinecom.net,90530,"['/m/019_rr', '/m/07c1v', '/m/02jjt']"
1494,L2ue_Cfb3E0,2023-02-25T15:53:26Z,UCS84kz7Fs8bzRs6xcPY9lQQ,Layoff 2023 | ChatGPT vs No Jobs | AI உங்கள் வேலையை திருடுமா | Tamil | Pokkisham,Tamil Pokkisham,73685,['/m/098wr']
1495,Qp8sRedhE-4,2022-12-13T08:45:33Z,UClis21-nGFunHa9agc7Md_Q,ChatGPT vs Hacker ! SonarSource Kaynak Kod Analizi ile Zafiyet Tespiti Challenge&#39;ı,Mehmet D. INCE,72644,"['/m/0bzvm2', '/m/07c1v', '/m/01k8wb', '/m/019_rr']"
1496,OyJzjv_-AwY,2023-02-14T12:00:14Z,UChDxbOUQRXEZ1zdI14Zyx9w,Martin vs ChatGPT 😂,Chess Vibes,70538,"['/m/03glg', '/m/019_rr', '/m/0bzvm2']"
1497,4uxz4nqZvX8,2023-01-31T16:30:00Z,UCns4T9U8VSIRovKa1a_r7rA,Undisputed Early Access Gameplay - AI Fight - Tyson Fury Vs Usyk,GameRiot,75343,"['/m/0403l3g', '/m/03hf_rm', '/m/025zzc', '/m/0bzvm2', '/m/02ntfj', '/m/01sjng']"
1498,eTs6z2tGWvI,2023-01-29T19:24:39Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. In-n-out, who makes better animal style fries? #shorts",HashSlingers,67648,"['/m/02wbm', '/m/019_rr']"
1499,BpXq4e2S3uc,2022-12-03T06:00:03Z,UCHj_iUpiS1I6fPYFu2KLZXQ,[禽獸朋友們] AI vs 秀diang,短漫,65888,"['/m/02vxn', '/m/02jjt']"
1500,2xrz3O0nINo,2022-12-12T17:06:29Z,UC_35hRJlT4PEmvFCcU6l_3Q,Robot Vs Human Bake Off #shorts #artificialintelligence #cake #chocolate #chatgpt,Patrick Zeinali,28494006,"['/m/02wbm', '/m/019_rr']"
1501,7sP2WyLln9A,2023-01-12T21:58:19Z,UCeU_MLvxkH_yg0UttG8IJHQ,"AI vs. Uncle Roger, who makes better egg fried rice? #shorts",HashSlingers,5235195,"['/m/02wbm', '/m/019_rr']"
